학교명,학교급,학교특성,주소,위도,경도,전화번호,홈페이지 주소,남녀공학
중화중학교,3,중학교,"서울특별시 중랑구 용마산로 364 (면목동,중화중학교)",37.584152,127.095225,02-439-5811,http://junghwa.sen.ms.kr,공학
청량중학교,3,중학교,서울특별시 동대문구 왕산로 301 (청량리동),37.58821749,127.0506242,02-966-4284,http://cheongryang.sen.ms.kr,공학
태릉중학교,3,중학교,서울특별시 중랑구 공릉로2길 60-25 (묵동),37.61253281,127.0834362,02-973-5551,http://taereung.sen.ms.kr,공학
혜원여자중학교,3,중학교,"서울특별시 중랑구 봉우재로58길 39 (망우동,혜원여자중고등학교)",37.592571,127.096717,02-434-5947,http://hyewon.sen.ms.kr,녀
휘경여자중학교,3,중학교,"서울특별시 동대문구 한천로 247 , 휘경여자중학교 (휘경동)",37.58233,127.067638,02-2244-8927,http://hwikyung.sen.ms.kr,녀
휘경중학교,3,중학교,"서울특별시 동대문구 망우로18나길 20 (휘경동,휘경중학교)",37.586969,127.062217,02-2244-1359,http://hwigyong.sen.ms.kr,공학
강남중학교,3,중학교,"서울특별시 동작구 대방동15길 29 (대방동, 강남중학교)",37.5027707,126.9224879,02-814-5637,http://kangnam.sen.ms.kr,공학
강현중학교,3,중학교,"서울특별시 동작구 상도로13라길 22 , 강현중학교 (상도동)",37.50311409,126.9307546,02-815-3939,http://sganghyeon.sen.ms.kr,공학
관악중학교,3,중학교,"서울특별시 관악구 남부순환로237길 60 , 관악중학교 (봉천동)",37.481259,126.9619119,02-889-1782,http://gwanak.sen.ms.kr,공학
광신중학교,3,중학교,"서울특별시 관악구 광신길 141 , 광신중학교 (신림동)",37.465263,126.925053,02-881-8652,http://kwangshin.sen.ms.kr,공학
국사봉중학교,3,중학교,"서울특별시 동작구 양녕로20길 20 , 국사봉중학교 (상도동)",37.49353083,126.9440571,02-823-8715,http://kuksabong.sen.ms.kr,공학
난우중학교,3,중학교,"서울특별시 관악구 난곡로16길 32 , 난우중학교 (신림동)",37.4666807,126.9228102,02-864-4017,http://nanwoo.sen.ms.kr,공학
남강중학교,3,중학교,"서울특별시 관악구 난곡로34길 80 (신림동,남강중고등학교)",37.471352,126.924708,02-839-1710,http://namkang.sen.ms.kr,남
남서울중학교,3,중학교,"서울특별시 관악구 남부순환로172길 97 , 남서울중학교 (신림동)",37.4817652,126.9214218,02-855-9832,https://namseoul.sen.ms.kr,공학
남성중학교,3,중학교,"서울특별시 동작구 남부순환로269길 166 (사당동,남성중학교)",37.4790094,126.9724139,02-520-7500,http://namsung.sen.ms.kr,공학
당곡중학교,3,중학교,"서울특별시 관악구 봉천로13길 101 , 당곡중학교 (봉천동)",37.49235719,126.9326778,02-870-7700,http://danggok.sen.ms.kr,공학
대방중학교,3,중학교,"서울특별시 동작구 여의대방로10길 24 (신대방동, 대방중학교)",37.495123,126.913811,02-831-2502,http://daebang.sen.ms.kr,공학
동양중학교,3,중학교,"서울특별시 동작구 흑석로9길 94 , 동양중학교 (흑석동)",37.5101255,126.9562366,02-814-9652,https://dongyang.sen.ms.kr,남
동작중학교,3,중학교,서울특별시 동작구 동작대로39가길 83 (동작동),37.49546294,126.9778041,02-591-6595,http://dongjak.sen.ms.kr,공학
문창중학교,3,중학교,서울특별시 동작구 여의대방로22나길 40 (신대방동),37.49586121,126.9224067,02-821-2359,http://munchang.sen.ms.kr,공학
미성중학교,3,중학교,서울특별시 관악구 문성로16길 40 (신림동),37.4754058,126.9122182,02-860-0900,http://misung.sen.ms.kr,공학
봉림중학교,3,중학교,서울특별시 관악구 장군봉길 72 (봉천동),37.480679,126.938197,02-888-1281,http://bongrim.sen.ms.kr,공학
봉원중학교,3,중학교,"서울특별시 관악구 관악로24가길 15 , 봉원중학교 (봉천동,봉원중학교)",37.48391754,126.9582517,02-879-1543,https://bongwon.sen.ms.kr,공학
사당중학교,3,중학교,"서울특별시 동작구 사당로9가길 58 , 사당중학교 (사당동)",37.48776263,126.9685391,02-537-7157,http://sadang.sen.ms.kr,공학
상도중학교,3,중학교,"서울특별시 동작구 사당로2가길 72 , 상도중학교 (사당동)",37.49092127,126.9614773,02-5808-900,http://seoulsangdo.sen.ms.kr,공학
상현중학교,3,중학교,서울특별시 동작구 사당로2길 2-19 (상도동),37.49407444,126.9603901,02-815-5375,http://sanghyun.sen.ms.kr,공학
서울문영여자중학교,3,중학교,서울특별시 관악구 관악로 85 (봉천동),37.473907,126.951521,02-871-8921,http://smy.sen.ms.kr,녀
성남중학교,3,중학교,서울특별시 동작구 대방동길 74 (대방동),37.504442,126.927423,02-815-1332,http://sungnam.sen.ms.kr,남
성보중학교,3,중학교,서울특별시 관악구 남부순환로156길 39 성보중학교 (신림동),37.480339,126.921761,02-818-9700,http://sungbo.sen.ms.kr,공학
신관중학교,3,중학교,"서울특별시 관악구 신림로48길 17-16 , (신림동 신관중학교)",37.480225,126.934289,02-885-6893,http://shingwan.sen.ms.kr,공학
삼성중학교,3,중학교,"서울특별시 관악구 신림로3가길 39-24 (신림동,삼성중학교)",37.46760626,126.942512,02-871-6242,http://samsung.sen.ms.kr,공학
신림중학교,3,중학교,"서울특별시 관악구 신림로 40 (신림동,신림중학교)",37.470424,126.944953,02-882-1929,http://shillim.sen.ms.kr,공학
영등포중학교,3,중학교,"서울특별시 동작구 등용로8길 5 , 영등포중학교 (대방동)",37.507427,126.933516,02-815-6572,http://yeongdeungpo.sen.ms.kr,공학
인헌중학교,3,중학교,"서울특별시 관악구 인헌9길 35 , 인헌중학교 (봉천동)",37.47260052,126.9688303,02-877-6760,http://inhun.sen.ms.kr,공학
장승중학교,3,중학교,"서울특별시 동작구 장승배기로10가길 25 , 장승중학교 (상도동)",37.5031484,126.9408336,02-812-4416,https://jangseung.sen.ms.kr,공학
중앙대학교사범대학부속중학교,3,중학교,"서울특별시 동작구 서달로 124 , 중앙대학교사범대학부속중학교 (흑석동)",37.50362915,126.9617331,02-827-9114,http://cau.sen.ms.kr,공학
공릉중학교,3,중학교,"서울특별시 노원구 노원로1길 42 (공릉동,공릉중학교)",37.62222733,127.0836011,02-971-5212,http://kongrung.sen.ms.kr,공학
광운중학교,3,중학교,"서울특별시 노원구 광운로1길 24 (월계동,광운중학교)",37.621108,127.055807,02-942-2293,http://kwangwoon.sen.ms.kr,남
노곡중학교,3,중학교,"서울특별시 도봉구 노해로70길 95 (창동,노곡중학교)",37.648795,127.05354,02-996-5232,http://nogok.sen.ms.kr,공학
노원중학교,3,중학교,"서울특별시 노원구 동일로213길 26 (상계동,노원중학교)",37.649085,127.059726,02-3391-6921,http://nowon.sen.ms.kr,공학
노일중학교,3,중학교,"서울특별시 노원구 동일로231길 24 , 노일중학교 (상계동)",37.6734085,127.0537895,02-3391-0092,http://noil.sen.ms.kr,공학
녹천중학교,3,중학교,서울특별시 노원구 월계로 376 (월계동),37.631806,127.0622792,02-978-4592,http://nokcheon.sen.ms.kr,공학
도봉중학교,3,중학교,"서울특별시 도봉구 마들로 671 (도봉동,도봉중학교)",37.67088312,127.0458698,02-954-4117,http://dobong.sen.ms.kr,공학
방학중학교,3,중학교,"서울특별시 도봉구 시루봉로 188 , 방학중학교 (방학동)",37.66544969,127.0308603,02-956-8343,http://banghak.sen.ms.kr,공학
백운중학교,3,중학교,서울특별시 도봉구 도봉로129길 50 (쌍문동),37.65640601,127.0359063,02-998-4035,http://baekwoon.sen.ms.kr,공학
북서울중학교,3,중학교,서울특별시 도봉구 도봉로169가길 33 (도봉동),37.681245,127.042944,02-956-1004,https://bukseoul.sen.ms.kr,공학
불암중학교,3,중학교,"서울특별시 노원구 한글비석로5길 45 , 불암중학교 (하계동)",37.64573538,127.0734567,02-975-4047,http://bulam.sen.ms.kr,공학
상경중학교,3,중학교,"서울특별시 노원구 동일로227길 61 (상계동, 상경중학교)",37.66714976,127.0537063,02-939-3951,https://sanggyung.sen.ms.kr/,공학
상계제일중학교,3,중학교,"서울특별시 노원구 덕릉로86길 29-15 , 상계제일중학교 (중계동)",37.66107434,127.0780777,02-930-3543,http://sanggyejeil.sen.ms.kr,공학
상계중학교,3,중학교,"서울특별시 노원구 노원로 398 (상계동, 상계중학교)",37.652222,127.068915,02-936-6450,http://sanggye.sen.ms.kr,공학
상명중학교,3,중학교,"서울특별시 노원구 덕릉로 553 , 상명중학교 (중계동)",37.649236,127.067678,02-971-6213,http://sangmyung.sen.ms.kr,공학
상원중학교,3,중학교,서울특별시 노원구 수락산로 182 (상계동),37.6715412,127.0595562,02-930-0761,http://sangwon.sen.ms.kr,공학
선덕중학교,3,중학교,"서울특별시 도봉구 시루봉로 53 , 선덕중학교 (쌍문동)",37.65507873,127.0261507,02-993-4112,http://sunduck.sen.ms.kr,공학
수락중학교,3,중학교,"서울특별시 노원구 동일로 1729 , 수락중학교 (상계동)",37.68314343,127.0548107,02-2092-1900,http://surak.sen.ms.kr,공학
신도봉중학교,3,중학교,서울특별시 도봉구 도봉로115길 16 (쌍문동),37.649203,127.033164,02-992-3462,http://sindobong.sen.ms.kr,공학
신방학중학교,3,중학교,"서울특별시 도봉구 시루봉로 156 , 신방학중학교 (방학동)",37.664177,127.029473,02-956-8234,http://sbh.sen.ms.kr,공학
신상중학교,3,중학교,"서울특별시 노원구 동일로216길 42 (상계동,신상중학교)",37.6516027,127.0635236,02-932-0595,http://sinsang.sen.ms.kr,공학
신창중학교,3,중학교,"서울특별시 노원구 월계로45길 92 (월계동,신창중학교)",37.628237,127.047826,02-904-4206,http://sc.sen.ms.kr,공학
염광중학교,3,중학교,"서울특별시 노원구 월계로45가길 9 , 노원구 월계동 820 (월계동)",37.62996,127.050482,02-906-1102,http://yumkwang.sen.ms.kr,공학
온곡중학교,3,중학교,"서울특별시 노원구 노원로 492 (상계동,온곡중학교)",37.659989,127.06471,02-934-8908,http://ongok.sen.ms.kr,공학
월계중학교,3,중학교,서울특별시 노원구 월계로45가길 54 (월계동),37.630568,127.052155,02-993-3115,http://wolgye.sen.ms.kr,공학
재현중학교,3,중학교,"서울특별시 노원구 덕릉로82길 64 (중계동,재현중/고등학교)",37.66128875,127.080798,02-932-4816,http://jaehyun.sen.ms.kr,공학
정의여자중학교,3,중학교,"서울특별시 도봉구 노해로49길 69 , 정의여자중학교 (쌍문동)",37.653429,127.032048,02-3499-5300,http://jeongeui.sen.ms.kr,녀
중계중학교,3,중학교,서울특별시 노원구 덕릉로76길 23 (중계동),37.655099,127.075197,02-932-2545,http://junggye.sen.ms.kr,공학
중원중학교,3,중학교,"서울특별시 노원구 공릉로 420 (중계동,중원중학교)",37.644038,127.068068,02-971-2788,https://joongwon.sen.ms.kr,공학
중평중학교,3,중학교,"서울특별시 노원구 동일로203길 87 (하계동,중평중학교)",37.63697701,127.062336,02-977-3026,http://jungpyong.sen.ms.kr/,공학
창동중학교,3,중학교,"서울특별시 도봉구 방학로 32 , 창동중학교 (방학동)",37.662729,127.049644,02-2289-6600,http://changdong.sen.ms.kr,공학
창북중학교,3,중학교,"서울특별시 도봉구 노해로62길 33 (창동,창북중학교)",37.64911433,127.0388354,02-907-7006,http://changbook.sen.ms.kr,공학
창일중학교,3,중학교,"서울특별시 도봉구 노해로66길 60 (창동,창일중학교)",37.648114,127.04713,02-994-5934,http://changil.sen.ms.kr,공학
청원중학교,3,중학교,"서울특별시 노원구 한글비석로 506 , 청원중학교 (상계동,청원초/중/고등학교)",37.666608,127.061668,02-3399-7878,http://cheongwon.sen.ms.kr,공학
태랑중학교,3,중학교,"서울특별시 노원구 화랑로51나길 51 , 태랑중학교 (공릉동)",37.6269902,127.0912869,02-973-1355,http://taerang.sen.ms.kr,공학
하계중학교,3,중학교,서울특별시 노원구 노원로 261-8 (하계동),37.640784,127.071573,02-3399-0200,http://hagye.sen.ms.kr,공학
한천중학교,3,중학교,"서울특별시 노원구 공릉로 265 (공릉동, 한천중학교)",37.63131305,127.0724411,02-948-5554,http://hancheon.sen.ms.kr,공학
경성중학교,3,중학교,"서울특별시 마포구 성미산로 111 , 경성중학교 (연남동,경성중고등학교)",37.56350983,126.9191674,02-3140-1114,http://gyeongseong.sen.ms.kr,남
광성중학교,3,중학교,"서울특별시 마포구 신수로8길 20 (신수동,광성중고등학교)",37.548432,126.936905,02-703-3456,http://kwangsung.sen.ms.kr,남
구산중학교,3,중학교,"서울특별시 은평구 갈현로15길 20-23 (구산동,구산중학교)",37.60976354,126.9097172,02-389-8785,http://gusanjung.sen.ms.kr,공학
대성중학교,3,중학교,"서울특별시 은평구 갈현로29길 51-24 , 대성중학교 (갈현동)",37.622193,126.909558,02-6252-1100,https://dsms.sen.ms.kr,남
덕산중학교,3,중학교,서울특별시 은평구 가좌로 400 (신사동),37.60201443,126.9043814,02-3146-7200,https://duksan.sen.ms.kr,공학
동도중학교,3,중학교,서울특별시 마포구 백범로 139 동도중학교,37.54670213,126.9469053,02-716-5391,http://dong-do.sen.ms.kr,공학
동명여자중학교,3,중학교,서울특별시 서대문구 독립문로 49 (천연동),37.56861668,126.9622523,02-363-5043,http://dongmyunggirls.sen.ms.kr,녀
명지중학교,3,중학교,서울특별시 서대문구 명지2길 56 (홍은동),37.5849118,126.9270922,02-302-7072,http://myongji.sen.ms.kr,공학
불광중학교,3,중학교,"서울특별시 은평구 불광로 180 , 불광중학교 (불광동)",37.623323,126.931642,02-384-6591,http://bulgwang.sen.ms.kr,공학
상신중학교,3,중학교,서울특별시 은평구 증산로15길 61 (신사동),37.58978421,126.9064261,02-305-5139,http://sangsin.sen.ms.kr,공학
서연중학교,3,중학교,서울특별시 서대문구 연희로11마길 9-6 (연희동),37.568327,126.9275,02-332-7376,http://seoyun.sen.ms.kr,공학
서울여자중학교,3,중학교,"서울특별시 마포구 백범로25길 34 , 서울여자중학교 (염리동)",37.5486,126.948388,02-716-5041,https://seoul.sen.ms.kr,녀
선일여자중학교,3,중학교,"서울특별시 은평구 갈현로29길 27 , 선일여자중학교 (갈현동)",37.61971637,126.9127997,02-355-0161,http://sunil.sen.ms.kr,녀
선정중학교,3,중학교,"서울특별시 은평구 서오릉로20길 19 , 선정중학교 (갈현동)",37.618573,126.9087,02-3156-1400,https://sunjung.sen.ms.kr,공학
성사중학교,3,중학교,"서울특별시 마포구 모래내로9길 16 , 성사중학교 (성산동)",37.56808947,126.9126833,02-373-8002,http://sungsa.sen.ms.kr,공학
성산중학교,3,중학교,서울특별시 마포구 성지1길 32-13 (합정동),37.547275,126.915863,02-332-0306,http://sungsan.sen.ms.kr,공학
성서중학교,3,중학교,서울특별시 마포구 성산로4길 42 (성산동),37.56278803,126.9079539,02-3140-7100,http://sungseo.sen.ms.kr,공학
숭문중학교,3,중학교,"서울특별시 마포구 숭문길 99 , 숭문중고등학교 (대흥동)",37.551585,126.945079,02-715-4463,http://soongmoon.sen.ms.kr/,남
숭실중학교,3,중학교,서울특별시 은평구 은평터널로7길 6 (신사동),37.593288,126.905239,02-373-7641,https://soongsil.sen.ms.kr/,남
신수중학교,3,중학교,"서울특별시 마포구 신수로 49 , 신수중학교 (신수동)",37.54592444,126.9341324,02-717-6004,http://sinsu.sen.ms.kr,공학
신연중학교,3,중학교,서울특별시 서대문구 모래내로 408 (연희동),37.58271696,126.9398378,02-379-4317,http://sinyeon.sen.ms.kr,공학
아현중학교,3,중학교,"서울특별시 마포구 마포대로 247 (아현동,아현중학교)",37.5562,126.957092,02-363-1813,http://ahyeon.sen.ms.kr,공학
연북중학교,3,중학교,"서울특별시 서대문구 연희로36길 32 (연희동,연북중학교)",37.57757699,126.9384789,02-332-7378,http://yeonbuk.sen.ms.kr,공학
연서중학교,3,중학교,"서울특별시 은평구 증산서길 125-6 (증산동,연서중학교)",37.5872351,126.9096266,02-6715-8000,http://yeonseo.sen.ms.kr,공학
연신중학교,3,중학교,"서울특별시 은평구 연서로33길 16-32 (연신중학교, 불광동)",37.623888,126.924851,02-383-7831,http://yonsin.sen.ms.kr,공학
연천중학교,3,중학교,서울특별시 은평구 연서로41길 30 (불광동),37.627527,126.925832,02-354-0514,http://yonchon.sen.ms.kr,공학
연희중학교,3,중학교,서울특별시 서대문구 증가로 170 (남가좌동),37.57958692,126.9187923,02-372-2992,https://yonhi.sen.ms.kr,공학
영락중학교,3,중학교,"서울특별시 은평구 백련산로 134-6 , 영락중학교 (응암동)",37.59695868,126.9251826,02-388-4033,http://yn.sen.ms.kr,공학
예일여자중학교,3,중학교,서울특별시 은평구 연서로 117 (구산동),37.610436,126.915976,02-380-0905,https://yale.sen.ms.kr/,녀
은평중학교,3,중학교,서울특별시 은평구 갈현로17나길 12-1 (구산동),37.610991,126.90912,02-382-3545,http://eunpyeong.sen.ms.kr,공학
이화여자대학교사범대학부속이화·금란중학교,3,중학교,서울특별시 서대문구 성산로 520 (대신동),37.56312436,126.9443854,02-392-6175,ewha.sen.ms.kr,공학
인창중학교,3,중학교,"서울특별시 서대문구 경기대로 65 (충정로2가,인창중학교)",37.56488351,126.9640244,02-300-4567,http://ic.sen.ms.kr,남
정원여자중학교,3,중학교,"서울특별시 서대문구 연희로37안길 51 , 정원여자중학교 (홍은동)",37.58538041,126.9333414,02-394-6301,https://jungwon.sen.ms.kr/,녀
중암중학교,3,중학교,"서울특별시 마포구 월드컵북로38길 25 (중동,중암중학교)",37.5724324,126.9035861,02-309-5778,http://joongam.sen.ms.kr,공학
중앙여자중학교,3,중학교,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 중앙여자중학교)",37.562055,126.952655,02-362-3063,http://jungang1940.sen.ms.kr,녀
증산중학교,3,중학교,"서울특별시 은평구 증산로5길 27-30 , 증산중학교 (증산동)",37.58381485,126.9049391,02-303-9294,http://jeungsan.sen.ms.kr,공학
충암중학교,3,중학교,서울특별시 은평구 가좌로5길 5 (응암동),37.58529776,126.9219653,070-5002-8740,https://choongam.sen.ms.kr/,공학
한성중학교,3,중학교,"서울특별시 서대문구 북아현로1길 24 (북아현동,한성중학교)",37.559958,126.955287,02-365-4942,http://hanseong.sen.ms.kr,남
홍은중학교,3,중학교,서울특별시 서대문구 연희로41길 94 (홍은동),37.5926855,126.9351327,02-3216-0512,http://hongeun.sen.ms.kr,공학
홍익대학교사범대학부속여자중학교,3,중학교,서울특별시 마포구 성미산로 51 (성산동),37.560307,126.913483,02-331-7410,http://hongikg.sen.ms.kr,녀
건국대학교사범대학부속중학교,3,중학교,서울특별시 광진구 자양로 145-1 건국대학교사범대학부속중학교,37.54172317,127.0815966,02-457-0318,http://konkuk.sen.ms.kr,공학
경수중학교,3,중학교,서울특별시 성동구 뚝섬로13길 14 (성수동2가),37.53950922,127.0592721,02-464-0675,http://gsu.sen.ms.kr,공학
광남중학교,3,중학교,"서울특별시 광진구 아차산로70길 17-62 , 광남중학교 (광장동)",37.5402625,127.1014027,02-456-8792,http://gwangnam.sen.ms.kr,공학
광양중학교,3,중학교,서울특별시 광진구 자양로3길 7 (자양동),37.530258,127.086019,02-452-6922,http://kwangyang.sen.ms.kr,공학
광장중학교,3,중학교,"서울특별시 광진구 광장로1길 1 , 광장중학교 (광장동)",37.54717824,127.1019262,02-452-0745,http://gwangjang.sen.ms.kr,공학
광진중학교,3,중학교,"서울특별시 광진구 뚝섬로64길 45 (자양동,광진중학교)",37.532,127.0896,02-447-2886,http://gwangjin.sen.ms.kr,공학
광희중학교,3,중학교,"서울특별시 성동구 독서당로62길 46 , 광희중학교 (응봉동)",37.551112,127.033816,02-2298-0250,http://kwanghee.sen.ms.kr,공학
구의중학교,3,중학교,서울특별시 광진구 광나루로30길 80 (화양동),37.54284949,127.0788414,02-447-4798,http://guui.sen.ms.kr,공학
대원국제중학교,3,중학교,"서울특별시 광진구 용마산로22길 26 , 대원국제중학교 (중곡동)",37.563827,127.089441,02-2204-1592,http://daewon.ms.kr,공학
동마중학교,3,중학교,서울특별시 성동구 마조로11길 18 (마장동),37.5628026,127.0403525,02-2294-6085,http://dongma.sen.ms.kr,공학
동국대학교사범대학부속가람중학교,3,중학교,"서울특별시 광진구 광나루로36길 47 , 동국대학교사범대학부속가람중학교 (구의동)",37.542281,127.086583,02-6948-2280,https://garam.sen.ms.kr,공학
무학중학교,3,중학교,서울특별시 성동구 행당로 120 (행당동),37.55770191,127.0319928,02-2298-6141,http://muhak.sen.ms.kr,공학
성수중학교,3,중학교,"서울특별시 성동구 서울숲길 18 (성수동1가, 성수중학교)",37.547095,127.03898,02-463-4786,http://seongsu.sen.ms.kr,공학
성원중학교,3,중학교,"서울특별시 성동구 성덕정9가길 13 (성수동2가, 성원중학교)",37.53945164,127.0513833,02-3408-2558,http://sungwon.sen.ms.kr,공학
신양중학교,3,중학교,"서울특별시 광진구 자양강변길 73 , 신양중학교 (자양동)",37.53365056,127.0634265,02-461-1070,http://shinyang.sen.ms.kr,공학
옥정중학교,3,중학교,"서울특별시 성동구 한림말길 11 , 옥정중학교 (옥수동)",37.54167136,127.0129854,02-6021-2100,http://okjung.sen.ms.kr,공학
용곡중학교,3,중학교,"서울특별시 광진구 용마산로22길 76 (중곡동,용곡중학교)",37.56595099,127.089089,02-452-2622,http://yonggok.sen.ms.kr/index.do,공학
자양중학교,3,중학교,"서울특별시 광진구 뚝섬로41길 33 (자양동,서울자양중학교)",37.53539931,127.0743848,02-446-0365,http://jayang.sen.ms.kr,공학
한양대학교사범대학부속중학교,3,중학교,"서울특별시 성동구 마조로 42 (사근동,한양사대부속중·고등학교)",37.561657,127.043153,02-2200-3700,https://hyu.sen.ms.kr,공학
행당중학교,3,중학교,"서울특별시 성동구 왕십리로 189 (행당동,행당중학교)",37.55459574,127.0420049,02-2292-2721,http://haengdang.sen.ms.kr,공학
강북중학교,3,중학교,"서울특별시 강북구 한천로150길 67 (수유동, 강북중학교)",37.64491581,127.0253721,02-999-4104,http://kangbuk.sen.ms.kr,공학
고려대학교사범대학부속중학교,3,중학교,"서울특별시 성북구 정릉로 161 (정릉동,고려대학교사범대학부속중학교)",37.610369,127.001088,02-914-8853,http://koryo.sen.ms.kr,공학
고명중학교,3,중학교,"서울특별시 성북구 북악산로 870 (돈암동,고명중학교)",37.59767639,127.0191869,02-926-2837,http://komyung.sen.ms.kr,남
남대문중학교,3,중학교,"서울특별시 성북구 한천로 660-30 (장위동, 남대문중학교)",37.6186362,127.0557918,02-942-3184,http://namdaemoon.sen.ms.kr,남
동구여자중학교,3,중학교,"서울특별시 성북구 성북로8길 71 (성북동,동구여자중학교)",37.594083,127.007688,02-762-1304,http://dong-gu.sen.ms.kr,녀
번동중학교,3,중학교,"서울특별시 강북구 오현로35길 87 (번동,번동중학교)",37.632574,127.036544,02-945-0168,http://beondong.sen.ms.kr,공학
북악중학교,3,중학교,"서울특별시 성북구 정릉로12길 41 (정릉동,북악중학교)",37.606923,127.001691,02-910-2311,http://bugak.sen.ms.kr,공학
삼선중학교,3,중학교,"서울특별시 성북구 동소문로3길 69 (동소문동4가,삼선중학교)",37.59174917,127.0078716,02-742-1147,http://samseon.sen.ms.kr,남
서라벌중학교,3,중학교,"서울특별시 강북구 삼양로155길 37-9 , 서라벌중학교 (우이동)",37.6566848,127.0107032,070-8280-4600,http://sorabol.sen.ms.kr,남
석관중학교,3,중학교,"서울특별시 성북구 한천로 526 (석관동,석관중학교)",37.6081903,127.0664388,02-962-2276,http://seokgwan.sen.ms.kr,공학
성신여자중학교,3,중학교,"서울특별시 성북구 북악산로 918 (돈암동,성신여자중학교)",37.5936742,127.0233788,02-929-1898,http://sung-shin.sen.ms.kr,녀
성암여자중학교,3,중학교,"서울특별시 강북구 도봉로29길 52 (미아동,학교법인성암학원)",37.6204129,127.0239049,02-2179-1777,http://seongam.sen.ms.kr,녀
수송중학교,3,중학교,"서울특별시 강북구 한천로122길 21 (번동,수송중학교)",37.63680119,127.0339165,02-900-5791,http://soosong.sen.ms.kr,공학
수유중학교,3,중학교,"서울특별시 강북구 인수봉로37길 40 (수유동,수유중학교)",37.63156547,127.010486,02-945-6102,http://suyu.sen.ms.kr,공학
신일중학교,3,중학교,"서울특별시 강북구 솔매로49길 20 (미아동,신일중고등학교)",37.62796578,127.0284024,02-944-9850,http://shinil.sen.ms.kr,남
영훈국제중학교,3,중학교,"서울특별시 강북구 도봉로13가길 19 (미아동,학교법인영훈학원)",37.614308,127.02739,02-970-4777,http://www.younghoon.ms.kr,공학
용문중학교,3,중학교,서울특별시 성북구 고려대로17길 46 (안암동2가),37.58872,127.024353,02-926-4238,http://yongmoon.sen.ms.kr,남
월곡중학교,3,중학교,"서울특별시 성북구 장월로 6 (상월곡동,월곡중학교)",37.60698072,127.0482587,02-6496-6600,http://wolgok.sen.ms.kr,공학
인수중학교,3,중학교,"서울특별시 강북구 인수봉로75길 10 (수유동, 인수중학교)",37.64386577,127.0099212,02-900-7801,http://insu.sen.ms.kr,공학
장위중학교,3,중학교,"서울특별시 성북구 장위로4길 70 (장위동,장위중학교)",37.61129386,127.0408408,02-941-1672,http://jangwi.sen.ms.kr,공학
종암중학교,3,중학교,"서울특별시 성북구 종암로5길 80-17 (종암동,종암중학교)",37.593111,127.0319898,02-928-7041,http://jongam.sen.ms.kr,공학
창문여자중학교,3,중학교,"서울특별시 강북구 월계로 61 (송중동, 창문여자중고등학교)",37.613307,127.036843,02-986-1703,http://changmun.sen.ms.kr,녀
한성여자중학교,3,중학교,"서울특별시 성북구 삼선교로16길 118 (삼선동2가,한성여자중학교)",37.58200014,127.0113123,02-742-2542,http://hansung.sen.ms.kr,녀
홍익대학교사범대학부속중학교,3,중학교,"서울특별시 성북구 성북로14가길 23 , 홍익대학교사범대학부속중학교 (성북동,홍익대학교부속중고등학교)",37.59366671,127.0028036,02-762-0824,http://hongik.sen.ms.kr,남
화계중학교,3,중학교,서울특별시 강북구 화계사길 63 (수유동),37.63251698,127.0097112,02-986-3073,http://hwagye.sen.ms.kr,공학
경신중학교,3,중학교,"서울특별시 종로구 혜화로 74 (혜화동,경신중고등학교)",37.591111,127.001296,02-762-0390,https://ksms.sen.ms.kr,남
금호여자중학교,3,중학교,"서울특별시 중구 청구로 6 , 금호여자중학교 본관동(주1) (신당동)",37.55803964,127.0204625,070-4050-5660,http://kumho.sen.ms.kr,녀
대경중학교,3,중학교,서울특별시 중구 매봉18길 111 (신당동),37.557027,127.017001,02-2235-5158,https://dk.sen.ms.kr,공학
대신중학교,3,중학교,서울특별시 종로구 사직로 9 (행촌동),37.573481,126.962494,02-736-0318,http://dae-shin.sen.ms.kr,남
덕성여자중학교,3,중학교,서울특별시 종로구 율곡로3길 49 (송현동),37.57778625,126.9819095,02-733-4807,http://duksung.sen.ms.kr,녀
덕수중학교,3,중학교,"서울특별시 중구 마른내로9길 10 (인현동2가,덕수중학교)",37.565033,126.99719,02-2265-9063,http://ducksu.sen.ms.kr,공학
동성중학교,3,중학교,서울특별시 종로구 대학로 156 (혜화동),37.5856051,127.0025442,02-3671-9101,sds.sen.ms.kr,남
배문중학교,3,중학교,"서울특별시 용산구 효창원로 258 , 배문중학교 (서계동)",37.54991971,126.9639049,02-3480-7243,http://baemoon.sen.ms.kr,남
배화여자중학교,3,중학교,"서울특별시 종로구 필운대로1길 34 , 배화여자중학교 (필운동)",37.579454,126.966821,02-725-6451,http://paiwha.sen.ms.kr,녀
보성여자중학교,3,중학교,서울특별시 용산구 신흥로3가길 66 (용산동2가),37.542528,126.984355,02-793-0053,http://bosung-g.sen.ms.kr,녀
상명대학교사범대학부속여자중학교,3,중학교,서울특별시 종로구 홍지문2길 20 (홍지동),37.602628,126.9541,02-394-8672,https://sangmyung-agm.sen.ms.kr,녀
선린중학교,3,중학교,서울특별시 용산구 원효로97길 33-4 (청파동3가),37.542754,126.965028,02-713-6214,http://sunrin.sen.ms.kr,공학
